#                                                                       --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                   accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------         -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Sfam_77599           -          gi|1935912|gb|AAC49678.1| -            1.5e-14   57.9   0.0     5e-14   56.2   0.0   1.8   2   0   0   2   2   2   1 -
Sfam_17028           -          gi|1935912|gb|AAC49678.1| -            1.6e-10   44.8   0.0   1.1e-09   42.1   0.0   1.9   2   0   0   2   2   2   1 -
Sfam_169098          -          gi|1935912|gb|AAC49678.1| -            2.5e-10   45.0   0.0   5.1e-10   44.0   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_134272          -          gi|1935912|gb|AAC49678.1| -            3.3e-10   43.5   0.1   4.8e-10   42.9   0.1   1.1   1   0   0   1   1   1   1 -
Sfam_54782           -          gi|1935912|gb|AAC49678.1| -            5.7e-10   43.5   0.0   1.1e-09   42.5   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_24509           -          gi|1935912|gb|AAC49678.1| -            9.8e-10   42.6   0.0   1.6e-09   41.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_5036            -          gi|1935912|gb|AAC49678.1| -            1.8e-08   38.6   0.0   3.1e-08   37.8   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_28603           -          gi|1935912|gb|AAC49678.1| -            4.4e-08   37.0   0.0     7e-08   36.3   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_2371            -          gi|1935912|gb|AAC49678.1| -            1.2e-07   35.6   0.0   6.8e-07   33.2   0.0   1.8   2   0   0   2   2   2   1 -
Sfam_31108           -          gi|1935912|gb|AAC49678.1| -            1.4e-07   35.9   0.0   3.9e-07   34.4   0.0   1.7   2   0   0   2   2   1   1 -
Sfam_56914           -          gi|1935912|gb|AAC49678.1| -            2.1e-07   34.6   0.0   5.3e-07   33.3   0.0   1.6   2   0   0   2   2   2   1 -
Sfam_4000            -          gi|1935912|gb|AAC49678.1| -            2.3e-07   34.9   0.0   4.1e-07   34.0   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_210970          -          gi|1935912|gb|AAC49678.1| -              3e-07   34.7   0.1   8.6e-06   29.9   0.1   2.1   2   0   0   2   2   2   1 -
Sfam_4888            -          gi|1935912|gb|AAC49678.1| -            4.1e-07   34.4   0.0   6.9e-07   33.7   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_59611           -          gi|1935912|gb|AAC49678.1| -            4.4e-07   34.4   0.0   9.5e-07   33.3   0.0   1.5   1   0   0   1   1   1   1 -
Sfam_215150          -          gi|1935912|gb|AAC49678.1| -            1.1e-06   32.5   0.0   1.6e-06   32.0   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_20103           -          gi|1935912|gb|AAC49678.1| -            1.2e-06   32.2   0.0   1.7e-06   31.6   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_26908           -          gi|1935912|gb|AAC49678.1| -            1.2e-06   32.2   0.0   3.7e-06   30.6   0.0   1.7   2   0   0   2   2   2   1 -
Sfam_335527          -          gi|1935912|gb|AAC49678.1| -            2.6e-06   30.8   0.3   3.9e-06   30.2   0.3   1.1   1   0   0   1   1   1   1 -
Sfam_29353           -          gi|1935912|gb|AAC49678.1| -            3.2e-06   31.6   0.0   6.4e-06   30.6   0.0   1.5   1   0   0   1   1   1   1 -
Sfam_97724           -          gi|1935912|gb|AAC49678.1| -            3.5e-06   31.0   0.0   2.6e-05   28.2   0.0   2.3   3   0   0   3   3   2   1 -
Sfam_47464           -          gi|1935912|gb|AAC49678.1| -            7.1e-06   29.7   0.0   0.00027   24.5   0.0   2.1   2   0   0   2   2   2   1 -
Sfam_13758           -          gi|1935912|gb|AAC49678.1| -            1.1e-05   29.0   0.0   1.6e-05   28.4   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_39826           -          gi|1935912|gb|AAC49678.1| -            1.2e-05   29.7   0.0   3.7e-05   28.1   0.0   1.8   1   0   0   1   1   1   1 -
Sfam_234238          -          gi|1935912|gb|AAC49678.1| -            1.5e-05   27.9   0.0   2.4e-05   27.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_85235           -          gi|1935912|gb|AAC49678.1| -            3.7e-05   27.6   0.0   5.7e-05   26.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_236720          -          gi|1935912|gb|AAC49678.1| -            6.5e-05   26.4   0.0   0.00011   25.6   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_17661           -          gi|1935912|gb|AAC49678.1| -            0.00012   26.2   0.0   0.00022   25.4   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_14588           -          gi|1935912|gb|AAC49678.1| -            0.00014   25.6   0.0   0.00026   24.7   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_123322          -          gi|1935912|gb|AAC49678.1| -            0.00015   25.6   0.0   0.00026   24.8   0.0   1.4   1   1   0   1   1   1   1 -
Sfam_7183            -          gi|1935912|gb|AAC49678.1| -            0.00018   24.9   0.0   0.00029   24.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_120302          -          gi|1935912|gb|AAC49678.1| -            0.00027   24.9   0.0   0.00048   24.1   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_29513           -          gi|1935912|gb|AAC49678.1| -            0.00045   24.1   0.0      0.03   18.2   0.0   2.3   1   1   1   2   2   2   1 -
Sfam_128859          -          gi|1935912|gb|AAC49678.1| -            0.00053   24.3   0.0     0.001   23.3   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_94459           -          gi|1935912|gb|AAC49678.1| -            0.00086   23.8   0.0     0.002   22.6   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_180030          -          gi|1935912|gb|AAC49678.1| -            0.00094   23.7   0.0    0.0019   22.8   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_342974          -          gi|1935912|gb|AAC49678.1| -             0.0011   23.1   0.0    0.0027   21.9   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_170163          -          gi|1935912|gb|AAC49678.1| -             0.0013   23.1   0.0    0.0033   21.8   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_98766           -          gi|1935912|gb|AAC49678.1| -             0.0013   22.9   0.1    0.0027   21.9   0.1   1.4   1   0   0   1   1   1   1 -
Sfam_69918           -          gi|1935912|gb|AAC49678.1| -             0.0021   21.3   0.0    0.0031   20.7   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_433837          -          gi|1935912|gb|AAC49678.1| -             0.0036   21.1   0.0    0.0081   20.0   0.0   1.5   1   1   0   1   1   1   1 -
Sfam_28327           -          gi|9798385|emb|CAC03532.1| -           3.1e-224  750.7   0.1    7e-223  746.3   0.1   2.0   1   1   0   1   1   1   1 -
Sfam_164259          -          gi|9798385|emb|CAC03532.1| -            2.4e-67  232.3   4.8   1.6e-65  226.3   4.8   2.8   1   1   0   1   1   1   1 -
Sfam_291015          -          gi|9798385|emb|CAC03532.1| -            5.5e-50  174.7   0.5   5.6e-48  168.1   0.1   2.5   2   1   0   2   2   2   1 -
Sfam_227261          -          gi|9798385|emb|CAC03532.1| -            1.7e-48  170.1   0.1   1.4e-22   84.5   0.1   3.1   2   1   0   2   2   2   2 -
Sfam_203991          -          gi|9798385|emb|CAC03532.1| -            0.00031   24.0   0.0   0.00052   23.2   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_122279          -          gi|9798385|emb|CAC03532.1| -            0.00041   24.2   0.1   0.00069   23.4   0.1   1.3   1   0   0   1   1   1   1 -
Sfam_5004            -          gi|9798385|emb|CAC03532.1| -            0.00064   22.5   0.5    0.0012   21.6   0.0   1.6   2   0   0   2   2   2   1 -
Sfam_13850           -          gi|9798391|emb|CAC03538.1| -           2.4e-155  522.3   0.0  2.8e-155  522.1   0.0   1.0   1   0   0   1   1   1   1 -
Sfam_4694            -          gi|9798391|emb|CAC03538.1| -            5.2e-50  175.0   0.0     9e-50  174.3   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_4782            -          gi|9798391|emb|CAC03538.1| -            1.1e-37  134.8   0.2   2.5e-37  133.6   0.2   1.7   1   1   0   1   1   1   1 -
Sfam_16989           -          gi|9798391|emb|CAC03538.1| -            3.2e-34  123.1   0.1   5.1e-34  122.4   0.1   1.4   1   1   0   1   1   1   1 -
Sfam_13942           -          gi|9798391|emb|CAC03538.1| -            1.8e-33  120.3   0.1   2.9e-33  119.6   0.1   1.4   1   1   0   1   1   1   1 -
Sfam_4350            -          gi|9798391|emb|CAC03538.1| -            1.5e-28  104.8   0.4   8.1e-28  102.4   0.2   1.9   2   0   0   2   2   2   1 -
Sfam_11213           -          gi|9798391|emb|CAC03538.1| -            6.5e-25   92.3   0.0   9.4e-25   91.8   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_300212          -          gi|9798391|emb|CAC03538.1| -            3.7e-22   83.5   0.0     6e-22   82.8   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_85732           -          gi|9798391|emb|CAC03538.1| -              2e-21   81.0   0.1   2.4e-21   80.7   0.1   1.1   1   0   0   1   1   1   1 -
Sfam_48606           -          gi|9798391|emb|CAC03538.1| -            3.1e-21   80.1   0.0   4.8e-21   79.4   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_13872           -          gi|9798391|emb|CAC03538.1| -            9.1e-19   72.3   0.1   1.5e-18   71.6   0.1   1.3   1   0   0   1   1   1   1 -
Sfam_4209            -          gi|9798391|emb|CAC03538.1| -            7.9e-17   65.8   0.0   1.2e-16   65.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_38366           -          gi|9798391|emb|CAC03538.1| -            1.1e-16   65.4   0.0   4.1e-16   63.4   0.0   1.8   2   0   0   2   2   2   1 -
Sfam_79213           -          gi|9798391|emb|CAC03538.1| -            2.8e-15   61.4   0.1   4.4e-15   60.7   0.1   1.2   1   0   0   1   1   1   1 -
Sfam_167920          -          gi|9798391|emb|CAC03538.1| -            1.4e-13   55.2   0.1   2.1e-13   54.6   0.1   1.3   1   0   0   1   1   1   1 -
Sfam_92703           -          gi|9798391|emb|CAC03538.1| -            1.4e-13   55.4   0.2   2.3e-13   54.7   0.2   1.2   1   0   0   1   1   1   1 -
Sfam_89113           -          gi|9798391|emb|CAC03538.1| -            3.2e-13   54.2   0.0   6.8e-13   53.1   0.0   1.5   1   0   0   1   1   1   1 -
Sfam_77599           -          gi|9798391|emb|CAC03538.1| -            6.7e-12   49.1   0.0   1.4e-11   48.1   0.0   1.5   2   0   0   2   2   2   1 -
Sfam_54782           -          gi|9798391|emb|CAC03538.1| -            1.2e-09   42.5   0.0   2.2e-09   41.6   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_134272          -          gi|9798391|emb|CAC03538.1| -            6.3e-09   39.2   0.3     1e-08   38.5   0.3   1.2   1   0   0   1   1   1   1 -
Sfam_56914           -          gi|9798391|emb|CAC03538.1| -            1.1e-08   38.9   0.0     2e-08   38.0   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_17028           -          gi|9798391|emb|CAC03538.1| -            1.1e-08   38.7   0.1   5.9e-08   36.4   0.1   1.9   2   0   0   2   2   2   1 -
Sfam_20103           -          gi|9798391|emb|CAC03538.1| -            3.4e-08   37.2   0.0   4.9e-08   36.7   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_169098          -          gi|9798391|emb|CAC03538.1| -            5.6e-08   37.4   0.0   1.1e-07   36.4   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_28603           -          gi|9798391|emb|CAC03538.1| -            8.8e-08   36.0   0.0   1.4e-07   35.4   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_24509           -          gi|9798391|emb|CAC03538.1| -            2.9e-07   34.5   0.0   4.3e-07   33.9   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_2371            -          gi|9798391|emb|CAC03538.1| -            7.4e-07   33.0   0.0   2.8e-06   31.1   0.0   1.8   2   0   0   2   2   2   1 -
Sfam_31108           -          gi|9798391|emb|CAC03538.1| -            1.6e-06   32.5   0.1   3.5e-06   31.4   0.1   1.6   1   0   0   1   1   1   1 -
Sfam_13758           -          gi|9798391|emb|CAC03538.1| -            2.7e-06   31.0   0.0   3.7e-06   30.5   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_123322          -          gi|9798391|emb|CAC03538.1| -            3.3e-06   31.0   0.0   5.8e-06   30.3   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_47464           -          gi|9798391|emb|CAC03538.1| -            5.8e-06   30.0   0.1   4.6e-05   27.0   0.1   2.0   1   1   0   1   1   1   1 -
Sfam_120302          -          gi|9798391|emb|CAC03538.1| -              8e-06   29.9   0.0   1.4e-05   29.1   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_5036            -          gi|9798391|emb|CAC03538.1| -            8.9e-06   29.9   0.0   1.5e-05   29.2   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_14588           -          gi|9798391|emb|CAC03538.1| -              1e-05   29.3   0.0   1.7e-05   28.7   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_210970          -          gi|9798391|emb|CAC03538.1| -            1.1e-05   29.6   0.3    0.0003   24.8   0.2   2.1   2   0   0   2   2   2   1 -
Sfam_7183            -          gi|9798391|emb|CAC03538.1| -            1.4e-05   28.5   0.0   2.3e-05   27.8   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_97724           -          gi|9798391|emb|CAC03538.1| -            1.8e-05   28.7   0.0   4.4e-05   27.4   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_4888            -          gi|9798391|emb|CAC03538.1| -            2.1e-05   28.9   0.0   3.6e-05   28.1   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_26908           -          gi|9798391|emb|CAC03538.1| -            2.5e-05   27.9   0.0   4.1e-05   27.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_29353           -          gi|9798391|emb|CAC03538.1| -            2.8e-05   28.6   0.0   6.3e-05   27.4   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_234238          -          gi|9798391|emb|CAC03538.1| -            3.2e-05   26.8   0.0   4.7e-05   26.2   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_4000            -          gi|9798391|emb|CAC03538.1| -            5.5e-05   27.2   0.0   9.7e-05   26.4   0.0   1.3   1   0   0   1   1   1   1 -
Sfam_215150          -          gi|9798391|emb|CAC03538.1| -              6e-05   26.8   0.0     8e-05   26.3   0.0   1.1   1   0   0   1   1   1   1 -
Sfam_85235           -          gi|9798391|emb|CAC03538.1| -            6.5e-05   26.7   0.0   9.9e-05   26.1   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_59611           -          gi|9798391|emb|CAC03538.1| -            0.00013   26.5   0.0   0.00027   25.5   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_128859          -          gi|9798391|emb|CAC03538.1| -            0.00015   26.0   0.0   0.00029   25.1   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_180030          -          gi|9798391|emb|CAC03538.1| -            0.00099   23.7   0.0    0.0021   22.6   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_17661           -          gi|9798391|emb|CAC03538.1| -             0.0011   23.1   0.0     0.002   22.3   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_98766           -          gi|9798391|emb|CAC03538.1| -             0.0033   21.6   0.0    0.0064   20.7   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_342974          -          gi|9798391|emb|CAC03538.1| -             0.0037   21.4   0.0    0.0072   20.5   0.0   1.4   1   0   0   1   1   1   1 -
Sfam_101644          -          gi|9798391|emb|CAC03538.1| -             0.0057   19.7   0.2    0.0081   19.3   0.2   1.1   1   0   0   1   1   1   1 -
Sfam_236720          -          gi|9798391|emb|CAC03538.1| -             0.0065   19.9   0.0      0.01   19.2   0.0   1.2   1   0   0   1   1   1   1 -
Sfam_39826           -          gi|9798391|emb|CAC03538.1| -             0.0087   20.5   0.0     0.022   19.2   0.0   1.6   1   0   0   1   1   1   1 -
Sfam_27519           -          gi|9798391|emb|CAC03538.1| -             0.0094   18.5   0.1     0.013   18.1   0.1   1.1   1   0   0   1   1   1   1 -
